,id,brand,name,year,cpu_rank,cpu,ram,disk,is_rtx,gpu,gpu_memory,price,disk_detail,weight,weight_type,battery,battery_life,screen_size,has_camere,keyboard_haslight,keyboard,video_type,thin_type,business_type,game_type,is_apple,description,link,img_src
51,51,DELL,戴尔灵越14 Ins,2019,3,Intel 酷睿i3 1005G1,8,256GB,0,No description,0,5299,SSD固态硬盘>,1.65Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,NO SPECIAL,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1294/1293582/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g1/M03/01/0D/ChMljl2B1yCIPSwfAAD9Cc3_MYwAAP1jwIED7AAAP0h499.jpg
52,52,HUAWEI,华为HUAWEI MateBook 13,2020,7,Intel 酷睿i7 10510U,16,512GB,0,NVIDIA Geforce MX250,2,6988,NVMe PCIe高速固态硬盘,1.32Kg,medium,11.6小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,背光键盘，全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1311/1310241/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/0D/ChMlWl445meIbRJwAADJAuW4wjkAANM8wM2O70AAMka711.jpg
53,53,ThinkPad,ThinkPad T14,2020,7,Intel 酷睿i7 10510U,8,512GB,0,NVIDIA GeForce MX330,2,9989,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,0,FALSE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1314/1313461/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/02/ChMlWV7Gab2IILmwAAEOtwsiUxoAAPVoQG6JU8AAQ7P858.jpg
54,54,Acer,Acer 暗影骑士 擎,2020,5,Intel 酷睿i5 10300H,16,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,5789,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,IPS硬屏笔记本,",http://detail.zol.com.cn/1318/1317913/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/04/0C/ChMlWl6MKaGIGiS4AAGgNKPlGKQAAOISAJMOHAAAaBM412.jpg
55,55,Honor,荣耀MagicBook Pro i5,2019,5,Intel 酷睿i5 8265U,8,512GB,0,NVIDIA Geforce MX250,2,5699,SSD固态硬盘>,1.7Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,16.1,TRUE,1,背光键盘，全尺寸键盘>，孤岛式巧克力键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1285/1284888/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0A/07/ChMkJl4W-VyIFRHrAAEGUuFDsEwAAwO_wMO5_gAAQZq965.jpg
56,56,Hasee,神舟战神TX9-CU5DK,2020,5,Intel 酷睿i5 10400,16,256GB+1T,RTX2070,NVIDIA GeForce RTX 2070,8,8288,混合硬盘（SSD+HDD）>,2.7Kg,heavy,视具体使用环境而定长续航笔记本>,0,16.1,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1323/1322653/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/03/ChMlWV65K4GIUSVkAAEtlkgCWukAAPB9AK8bT0AAS2u389.jpg
57,57,Hasee,神舟战神TX9-CU5DK,2020,5,Intel 酷睿i5 10400,16,256GB+1T,RTX2070,NVIDIA GeForce RTX 2070,8,8288,混合硬盘（SSD+HDD）>,2.7Kg,heavy,视具体使用环境而定长续航笔记本>,0,16.1,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1323/1322653/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/03/ChMlWV65K4GIUSVkAAEtlkgCWukAAPB9AK8bT0AAS2u389.jpg
58,58,Hasee,神舟战神TX9-CU5DK,2020,5,Intel 酷睿i5 10400,16,256GB+1T,RTX2070,NVIDIA GeForce RTX 2070,8,8288,混合硬盘（SSD+HDD）>,2.7Kg,heavy,视具体使用环境而定长续航笔记本>,0,16.1,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1323/1322653/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/03/ChMlWV65K4GIUSVkAAEtlkgCWukAAPB9AK8bT0AAS2u389.jpg
59,59,ThinkPad,ThinkPad X1,2020,0,0,0,No description,0,No description,0,0,0,999g,light,11小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,NO SPECIAL,0,0,0,0,0,0,http://detail.zol.com.cn/1308/1307929/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/09/08/ChMkJl4T9V-Ie23tAADBiuXmrscAAwLSQCapY8AAMGi591.jpg
60,60,Hasee,神舟战神Z8-CU5NA,2020,5,Intel 酷睿i5 10300H,8,512GB,RTX2060,NVIDIA Geforce RTX 2060,6,6088,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1319/1318022/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/01/ChMlWl6NP2CIbeg4AAFR5tTWte0AAOJrgMfhnYAAVH-351.jpg
61,61,Hasee,神舟战神Z8-CU5NA,2020,5,Intel 酷睿i5 10300H,8,512GB,RTX2060,NVIDIA Geforce RTX 2060,6,6088,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1319/1318022/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/01/ChMlWl6NP2CIbeg4AAFR5tTWte0AAOJrgMfhnYAAVH-351.jpg
62,62,ThinkPad,ThinkPad ThinkBook 14,2019,5,Intel 酷睿i5 10210U,8,512GB,0,AMD Radeon 625,4,4499,32GB傲腾增强型SSD固态硬盘,1.5Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1303/1302468/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0E/01/ChMkJ13fV1GIJPieAAEAxERVqtkAAvdrAJsTmMAAQDc471.jpg
63,63,ThinkPad,ThinkPad ThinkBook 14s,2019,5,Intel 酷睿i5 8265U,8,256GB,0,AMD Radeon 540X,2,4999,SSD固态硬盘>,1.5Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,Accutype键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1281/1280846/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/00/ChMlWl0QrAWIbs7aAAFiDVXpd7EAALNlQDPX7sAAWIl953.jpg
64,64,Hasee,神舟战神Z7-CT5NA,2019,5,Intel 酷睿i5 9300H,8,512GB,0,NVIDIA GeForce GTX 1660Ti,6,5099,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1268/1267975/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/00/ChMlWVy1QtmIXxxpAAFAN2_Zt2UAAJeEQM0bHgAAUBP612.jpg
65,65,hp,惠普光影精灵6 Max i5,2020,5,Intel 酷睿i5 10300H,8,512GB,0,NVIDIA GeForce GTX 1650,4,5499,SSD固态硬盘>,2.25Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,16.1,TRUE,1,背光键盘（白色背光）,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1335/1334072/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/06/0D/ChMkKV8ncM-IWyk5AADdVRPDMm0AAAbXgAORBcAAN1t119.jpg
66,66,Acer,Acer 新蜂鸟 Swift3,2020,5,Intel 酷睿i5 1035G4,8,512GB,0,No description,0,4299,SSD固态硬盘>,1.19Kg,light,16小时左右，视具体使用环境而定长续航笔记本>,long,13.5,TRUE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1312/1311818/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/0E/ChMlWl5N7yqIcqbVAAGfx7j-kzwAANZIAIhgGMAAZ_f136.jpg
67,67,ThinkPad,ThinkPad ThinkBook 15,2019,7,Intel 酷睿i7 10510U,8,512GB,0,AMD Radeon 620,2,5699,32GB傲腾增强型SSD固态硬盘,1.7Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1301/1300240/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0A/06/ChMkJl3M9-yIQb8AAADUvvoARn0AAvO5AD2hnIAANTW494.jpg
68,68,Thunderobot,雷神911 Air星战3代 i7,2020,7,Intel 酷睿i7-10750H,16,512GB,0,NVIDIA GeForce GTX1650,4,6299,SSD固态硬盘>,2Kg,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,孤岛式键盘>,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1318/1317614/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/03/ChMlWV6GogOIX5BCAADAqZkKl6wAAOCEQGeMDEAAMDB678.jpg
69,69,DELL,戴尔G3 15 G3,2020,5,Intel 酷睿i5 10300H,8,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,5699,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,NO SPECIAL,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1326/1325861/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g3/M01/0B/01/ChMlV17U0_mIfL6YAAHuiy7-bZcAAUlmACImg4AAe6j693.jpg
70,70,MECHREVO,机械革命Z3 Air-S i7,2020,7,Intel 酷睿i7 10750H,8,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,6999,SSD固态硬盘>,1.96Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,全尺寸键盘>，RGB背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1320/1319988/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0A/08/ChMlWV6eX1yIMZWkAAGWnU5_AnQAAOfWgBE1g0AAZa1487.jpg
71,71,Lenovo,联想小新 Air 14,2019,5,Intel 酷睿i5 10210U,12,512GB,0,NVIDIA Geforce MX250,2,4799,SSD固态硬盘>,1.5Kg,medium,约10小时，视具体使用环境而定长续航笔记本>,long,0,FALSE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1290/1289748/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M0A/05/07/ChMly11wqQKIDcXAAAEQUxlX6ZgAAXkIwHEP-UAARBr564.jpg
72,72,ThinkPad,ThinkPad E14,2019,5,Intel 酷睿i5 10210U,8,32GB+512G,0,AMD Radeon RX 640,2,4599,傲腾+SSD,1.69Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1296/1295682/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M0B/0D/0C/ChMlzF2eqm2IWy5BAACIsPlJ6-0AAYFYACP_y8AAIjI724.jpg
73,73,msi,msi微星Creator 17 i7,2020,7,Intel 酷睿i7 10875H,32,2T,RTX2080,NVIDIA GeForce RTX 2080 Super Max-Q,8,0,SSD固态硬盘>,2.5Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,白色单键背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1333/1332683/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/00/0F/ChMkJl8Xq7KIX0qqAACI1IgFcAQAAw-LwMjSQoAAIjs146.jpg
74,74,ASUS,华硕Y5200 i5,2019,5,Intel 酷睿i5 8265U,4,256GB,0,NVIDIA Geforce MX110,2,3899,SSD固态硬盘>,1.8Kg,heavy,5小时左右，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1298/1297513/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g1/M09/02/00/ChMljV2uyJiINKRwAAFftReAi4gAAQDnQDEpMkAAV_N908.jpg
75,75,Lenovo,联想YOGA S740 i5,2019,5,Intel 酷睿i5 1035G1,8,512GB,0,NVIDIA GeForce MX250,2,5699,SSD固态硬盘>,1.45Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,全尺寸键盘>，背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1301/1300505/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/0A/ChMlWl6qq4iIZlINAAD7K5J_oIwAAOvzQEJGc8AAPtD885.jpg
76,76,Acer,Acer S40-51-54WR,2019,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA Geforce MX250,2,3899,SSD固态硬盘>,1.5Kg,medium,14小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,NO SPECIAL,0,1,0,0,0,"轻薄笔记本,校园学生本,",http://detail.zol.com.cn/1293/1292307/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M04/06/08/ChMly114qq-IZwyVAAEH5gDhz8wAAXoYQIU910AAQf-004.jpg
77,77,ROG,ROG 冰刃4 Plus,2020,7,Intel 酷睿i7 10875H,32,1T,RTX2080,NVIDIA GeForce RTX 2080 SUPER,8,29999,SSD固态硬盘>,2.6Kg,heavy,0,short,17.3,FALSE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1308/1307994/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/05/ChMlWV7Q6gaIABeqAAEG5KXCxuEAAPmZwLrIMMAAQb8815.jpg
78,78,Alienware,外星人Alienware Area-51m 2020版,2020,9,Intel 酷睿i9 10900K,64,4T,RTX2080,NVIDIA GeForce RTX 2080 Super,8,56988,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,0,AlienFX单键变色键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1328/1327421/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g3/M0A/0C/05/ChMlWF7i3h6IbavNAACTkdPAL5kAAUqsQC-qBEAAJOp240.jpg
79,79,hp,惠普暗影精灵6 Plus i7,2020,7,Intel 酷睿i7 10750H,16,512GB,RTX2070,NVIDIA GeForce RTX 2070,8,12299,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,2区RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1323/1322294/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/01/ChMlWV62B5mIDs1yAAE06nJ3uesAAO9awIYkH0AATUC469.jpg
80,80,hp,惠普暗影精灵6 Plus i7,2020,7,Intel 酷睿i7 10750H,16,512GB,RTX2070,NVIDIA GeForce RTX 2070,8,12299,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,2区RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1323/1322294/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/01/ChMlWV62B5mIDs1yAAE06nJ3uesAAO9awIYkH0AATUC469.jpg
81,81,hp,惠普暗影精灵6 Plus i7,2020,7,Intel 酷睿i7 10750H,16,512GB,RTX2070,NVIDIA GeForce RTX 2070,8,12299,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,2区RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1323/1322294/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/01/ChMlWV62B5mIDs1yAAE06nJ3uesAAO9awIYkH0AATUC469.jpg
82,82,DELL,戴尔G5 15游戏本 G5,2020,5,Intel 酷睿i5 10300H,8,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,5499,SSD固态硬盘>,2.48Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,全尺寸防泼溅键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1323/1322781/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/0A/ChMlWl66YzqIMQfwAAF072KcI1YAAPDqQMVOz0AAXUH143.jpg
83,83,msi,msi微星绝影2 GS66 i7,2020,7,Intel 酷睿i7 10750H,16,1T,RTX2070,NVIDIA GeForce RTX 2070 Max-Q,8,14999,SSD固态硬盘>,2.1Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,1,0,1,0,"轻薄笔记本,游戏本,",http://detail.zol.com.cn/1309/1308423/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/07/ChMlWl6XwNOIKqDyAADNagX4rUsAAOXBwJY2AEAAM2C748.jpg
84,84,Redmi,红米Redmi Book 14,2019,5,Intel 酷睿i5 8265U,8,256GB,0,NVIDIA GeForce MX250,2,0,SSD固态硬盘>,1.5Kg,medium,本地视频播放10小时，在线视频播放7小时，网页浏览11小时长续航笔记本>,long,0,FALSE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1277/1276974/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/0A/ChMlWlzs7zSIWwl2AAD3Zkwp61cAAKQSgFMlL0AAPd-094.jpg
85,85,Lenovo,联想拯救者 Y7000 2019,2019,7,Intel 酷睿i7 9750H,8,1T,0,NVIDIA GeForce GTX 1660Ti,6,8499,SSD固态硬盘>,2.3Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,全尺寸红色背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1268/1267890/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0B/05/ChMlWly_4HGIFNzAAAHpk9CM4rcAAJnKQBww8UAAemr511.jpg
86,86,Lenovo,联想拯救者Y9000K i7,2019,7,Intel 酷睿i7 8750H,16,512GB+2T,RTX2060,NVIDIA GeForce RTX 2060,6,13499,混合硬盘（SSD+HDD）>,2.9Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1251/1250435/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/01/06/ChMkJlw2_dqIStG9AADia7N_9XUAAuTowO_Q0sAAOKD491.jpg
87,87,Lenovo,联想扬天 威6-14 2020,2019,5,Intel 酷睿i5 10210U,8,512GB,0,AMD Radeon 625,2,4398,SSD固态硬盘>,1.54Kg,medium,5-8小时，视具体使用环境而定长续航笔记本>,short,0,TRUE,0,防渗漏键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1297/1296929/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/03/06/ChMkJl34YyuILai7AAEXuvvyXEsAAvy1AIwnLMAARfS140.jpg
88,88,Hasee,神舟战神Z7M-CT5NA,2019,5,Intel 酷睿i5 9300H,8,512GB,0,NVIDIA GeForce GTX 1650,4,5199,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1268/1267965/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/00/ChMlWVy1P1aIBu_IAAFCzstedo4AAJeDgBLrMAAAULm677.jpg
89,89,Lenovo,联想LEGION Y9000X i7,2019,7,Intel 酷睿i7 9750H,16,1T,0,No description,0,8999,SSD固态硬盘>,1.7Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,全尺寸键盘（包含独立数字键盘） >，背光键盘,0,1,0,0,0,"轻薄笔记本,创意设计PC,",http://detail.zol.com.cn/1292/1291965/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g1/M0A/00/01/ChMljV2gNVaIOA_sAAGHx9aJ-icAAP77gBo96kAAYff367.jpg
90,90,hp,惠普SPECTRE X360,2019,7,Intel 酷睿i7 1065G7,8,512GB,0,No description,0,10288,SSD固态硬盘>,0,0,22小时左右，视具体使用环境而定长续航笔记本>,long,13.3,TRUE,1,全尺寸岛式背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1305/1304917/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/02/07/ChMkJ13zWO6IPzjnAAFJ6obkAtMAAvu8gBv3NgAAUoC797.jpg
91,91,ThinkPad,ThinkPad E15 锐龙版,2020,7,AMD Ryzen 7 4700U,16,512GB,0,No description,0,4999,SSD固态硬盘>,1.7Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸键盘（包含独立数字键盘），防渗漏键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1326/1325839/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/0A/ChMlWV7UvbeIGs8IAADscA1p9jIAAPrwwHEUSQAAOyI820.jpg
92,92,ThinkPad,ThinkPad E15 锐龙版,2020,7,AMD Ryzen 7 4700U,16,512GB,0,No description,0,4999,SSD固态硬盘>,1.7Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸键盘（包含独立数字键盘），防渗漏键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1326/1325839/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/0A/ChMlWV7UvbeIGs8IAADscA1p9jIAAPrwwHEUSQAAOyI820.jpg
93,93,ThinkPad,ThinkPad E15 锐龙版,2020,7,AMD Ryzen 7 4700U,16,512GB,0,No description,0,4999,SSD固态硬盘>,1.7Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸键盘（包含独立数字键盘），防渗漏键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1326/1325839/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/0A/ChMlWV7UvbeIGs8IAADscA1p9jIAAPrwwHEUSQAAOyI820.jpg
94,94,ThinkPad,ThinkPad E15 锐龙版,2020,7,AMD Ryzen 7 4700U,16,512GB,0,No description,0,4999,SSD固态硬盘>,1.7Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸键盘（包含独立数字键盘），防渗漏键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1326/1325839/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/0A/ChMlWV7UvbeIGs8IAADscA1p9jIAAPrwwHEUSQAAOyI820.jpg
95,95,apple,苹果Macbook Pro 13.3,2019,0,0,8,128GB,0,RP645,0,8499,SSD固态硬盘>,1.37Kg,medium,"10小时的无线网络浏览
10小时的iTunes影片播放
30天的待机时间长续航笔记本>",long,13.3,TRUE,1,全尺寸背光键盘,0,1,1,0,1,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1287/1286125/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/0D/ChMlWV1BaiWIQZh4AAFOrNAgo6wAAMQowP0_P8AAU7E081.jpg
96,96,ThinkPad,ThinkPad E15 i5,2019,5,Intel 酷睿i5 10210U,8,512GB,0,AMD Radeon RX 640,2,5799,SSD固态硬盘>,1.9Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸键盘（包含独立数字键盘），防渗漏键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1303/1302950/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/0A/ChMlWl6qooSIe0xwAAFjgz7qdJgAAOvvAGvAskAAWOb967.jpg
97,97,DELL,戴尔XPS 13 XPS,2020,7,Intel 酷睿i7 1065G7,8,512GB,0,Intel Iris Plus Gen11,0,14999,SSD固态硬盘>,1.27Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,13.4,FALSE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1308/1307469/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/06/07/ChMlWl49CceIONJuAAHCuASsRuoAANPSgHDubAAAcLQ340.jpg
98,98,MACHENIKE,机械师F117-V i7,2019,7,Intel 酷睿i7 9750H,8,512GB+1TB,RTX2060,NVIDIA GeForce RTX 2060,6,7889,混合硬盘（SSD+HDD）>,2Kg,0,0,short,15.6,FALSE,1,1677万色RGB炫彩背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1269/1268500/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/09/ChMlWVy31XOIcLdPAABlP-svVngAAJgRAKxRucAAGVX976.jpg
99,99,GIGABYTE,技嘉AORUS 17G i7,2020,7,Intel 酷睿i7 10875H,16,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,13999,SSD固态硬盘>,2.7Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1324/1323515/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/06/05/ChMlWl7B-wGIc03cAAE9W8uEdgAAAPOfQFmE4gAAT1z898.jpg
100,100,Redmi,红米Redmi Book 14增强版,2019,7,Intel 酷睿i7 10510U,8,512GB,0,NVIDIA GeForce MX250,2,4699,SSD固态硬盘>,1.5Kg,medium,本地视频播放10小时，在线视频播放7小时，网页浏览11小时长续航笔记本>,long,0,FALSE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1291/1290525/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/0C/ChMlWV1oc-iIIA1BAAF421lrLNAAAM4YwGZ2fsAAXjz298.jpg
101,101,HUAWEI,华为HUAWEI MateBook D,2019,5,AMD Ryzen 5 3500U,8,512GB,0,Radeon Vega 8 Graphics,0,4599,SSD固态硬盘>,1.38Kg,medium,9.5小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,背光键盘，全尺寸键盘>，巧克力键盘>，孤岛式键盘>,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1302/1301765/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0D/06/ChMkJ13ce2qIBDZdAADxwJz-72kAAva4AD2RI8AAPHY537.jpg
